Model,Drug,AUC,iC50,D1_CONC,D5_CONC,perc.iC50
STG139M,NVP-BEZ235,0.313717452,0.067024121,0.204723011,0.046253551,24.93508786
STG139M,Nilotinib,0.108237835,49.59568847,2,0.0078125,157.901785
STG139M,Nutlin-3a,0.051478269,7.3767E+13,6.551136364,1.480113636,2120.295545
STG139M,OSI-906,0.051416808,447828059,1.925330529,0.584435096,1715.895478
STG139M,Obatoclax Mesylate,0.685429418,0.182372916,8.188920455,1.850142045,-155.7602352
STG139M,PAC-1,0.087208441,448.5885537,7.701322115,2.337740385,440.9402394
STG139M,PD-0325901,0.190231604,5.483270348,0.21015625,0.040820313,299.0396307
STG139M,PD-0332991,0.055239239,2.69E+43,3.275568182,0.740056818,6742.837159
STG139M,PD-173074,0.06150194,2.69E+43,1.637784091,0.370028409,6789.434673
STG139M,PF-02341066,0.093692269,2.69E+43,0.818892045,0.185014205,6836.032187
STG139M,PF-4708671,0.100848298,33175337.69,8.188920455,1.850142045,1122.812381
STG139M,PF-562271,0.177337311,3.674074636,7.701322115,2.337740385,37.92264342
STG139M,PF477736,0.162206879,2.01516424,1,0.00390625,112.6362178
STG139M,PLX4720,0.013900776,2.69E+43,10,0.0390625,1861.8447
STG139M,Paclitaxel,0.022825459,1.21785E+11,0.01,3.91E-05,643.367566
STG139M,RO-3306,0.049480208,2.69E+43,4.094460227,0.925071023,6727.83611
STG139M,SB 216763,0.008743412,2.69E+43,10,0.0390625,1861.8447
STG139M,SB-505124,0.088413712,7.34E+31,6.541193182,1.843705611,5745.808683
STG139M,SL 0101-1,0.073741613,2.69E+43,10,0.0390625,1861.8447
STG139M,Sorafenib,0.201703153,1.105281551,4,0.015625,76.80517398
STG139M,TW 37,0.18648288,1.649546663,5,0.01953125,80.00176869
STG139M,Tamoxifen,0.152071106,1.64396E+12,4.094460227,0.925071023,1896.177487
STG139M,Vinblastine,0.60923698,0.000548948,0.1,0.000390625,6.136053055
STG139M,Vorinostat,0.573829578,0.406203546,10,0.0390625,42.22933304
STG139M,XAV 939,0.163912578,1646750.178,5.581430288,1.17563101,908.5866417
STG139M,YK 4-279,0.16490419,40.59738695,7.701322115,2.337740385,239.4314414
STG139M,ZM-447439,0.108600029,2.00E+32,3.275568182,0.740056818,5020.128792
STG143,(5Z)-7-Oxozeaenol,0.25875913,448.5885537,7.701322115,2.337740385,440.9402394
STG143,17-AAG,0.436474601,0.100028283,1,0.00390625,58.48099857
STG143,5-Fluorouracil,0.033418555,2.69E+43,20,0.078125,1849.3447
STG143,681640,0.044898614,3.31191E+13,2,0.0078125,648.9091063
STG143,ABT-263,0.518523016,0.122199283,2,0.0078125,49.59134652
STG143,AG-014699,0.114704203,3.72E-44,5,0.01953125,-1732.392902
STG143,AICAR,0.056803158,66910.49509,1674.576271,6.541313559,166.5045566
STG143,AKT inhibitor VIII,0.37652714,0.606227167,5,0.01953125,61.95002894
STG143,AMG-706,0.030761893,2.69E+43,2,0.0078125,1890.868801
STG143,AZ628,0.032994231,2.69E+43,1.637784091,0.370028409,6789.434673
STG143,AZ960,0.269376978,3.674074636,7.701322115,2.337740385,37.92264342
STG143,AZD2281,0.154227534,6.04173E+11,5.278409091,1.475142045,2097.340377
STG143,AZD6482,0.222858293,14.92000161,4.094460227,0.925071023,186.9277793
STG143,AZD7762,0.069450064,4956.7646,2,0.0078125,240.9397879
STG143,AZD8055,0.360346342,0.332504761,1.637784091,0.370028409,-7.188181042
STG143,Anastrozole,0.067906765,4.03E+29,8.102678571,1.936383929,4716.267071
STG143,Axitinib,0.030165618,4.46E+22,2,0.0078125,1027.995641
STG143,BI-2536,0.166712604,3.72E-44,2.057692308,0.008037861,-1716.381642
STG143,BIBW2992,0.021921862,1.21E+31,0.5,0.001953125,1403.199392
STG143,BIRB 0796,0.02351729,2.69E+43,10,0.0390625,1861.8447
STG143,BMN-673,0.015640271,1.81755E+11,7.701322115,2.337740385,2103.387823
STG143,BMS-345541,0.196939172,14.92000161,7.701322115,2.337740385,155.4694422
STG143,BMS-536924,0.329249045,0.606227167,3.275568182,0.740056818,-13.40971764
STG143,BMS-708163,0.121851453,3.72E-44,4.094460227,0.925071023,-6717.364347
STG143,BMS-754807,0.291991119,3.674074636,8.188920455,1.850142045,46.11965157
STG143,BX-795,0.187550212,3.674074636,5,0.01953125,94.44316049
STG143,Bicalutamide,0.089461063,1.34417E+16,7.701322115,2.337740385,3043.762213
STG143,Bosutinib,0.101240087,9.9633E+12,2,0.0078125,627.2470186
STG143,CEP-701,0.247517007,0.606227167,2,0.0078125,78.47413012
STG143,CHIR-99021,0.041149327,2.69E+43,8.188920455,1.850142045,6681.238596
STG143,Camptothecin,0.043229874,300.5775245,0.1,0.000390625,244.4190178
STG143,Carboplatin,0.098181525,8.98E+27,10,0.0390625,1219.202765
STG143,Cisplatin,0.084557267,903213.026,7.318181818,0.028586648,311.4152688
STG143,Cyclophosphamide,0.102157099,2.69E+41,6.484375,3.5546875,15658.40954
STG143,Docetaxel,0.089052394,2.69E+43,0.0125,4.88E-05,1982.392902
STG143,EHT 1864,0.094552257,49.59568847,10,0.0390625,128.8776838
STG143,Embelin,0.238814131,4.488423388,10,0.0390625,85.55350844
STG143,Epirubicin,0.482342647,0.606227167,6.484375,3.5546875,-294.2412974
STG143,Erlotinib,0.091335149,1.10E+30,2,0.0078125,1334.875217
STG143,Everolimus,0.38791175,300.5775245,3.2421875,1.77734375,853.4926548
STG143,FK866,0.841850699,0.001824761,0.770132212,0.233774038,-407.0522322
STG143,Fulvestrant,0.077848594,2.69E+43,0.58984375,0.4140625,28510.49248
STG143,GDC-0449,0.02857299,2.69E+43,10,0.0390625,1861.8447
STG143,GDC0941,0.627656851,0.081879838,3.3625,0.653125,-126.7194659
STG143,GSK1120212,0.134512037,7397.585254,0.770132212,0.233774038,869.170155
STG143,GSK1904529A,0.108433381,3.72E-44,5,0.01953125,-1732.392902
STG143,GSK2118436,0.15983738,3002377.146,7.701322115,2.337740385,1179.805832
STG143,GSK269962A,0.127097252,3.674074636,4.094460227,0.925071023,92.71716552
STG143,GW 441756,0.090206959,201.4024823,2,0.0078125,183.1742207
STG143,GW843682X (AN-13),0.065992228,8.98E+25,5,0.01953125,1148.664762
STG143,Gefitinib,0.02396623,2.69E+43,0.5,0.001953125,1915.868801
STG143,Gemcitibine,0.144261886,6.64E+30,10,0.0390625,1338.344247
STG143,INCB-18424,0.172075539,54677860737,7.701322115,2.337740385,2002.633424
STG143,JNJ-26854165,0.112092995,9.997172493,10,0.0390625,99.99490024
STG143,JNK Inhibitor VIII,0.003818584,2.69E+43,10,0.0390625,1861.8447
STG143,JQ1,0.161679556,3.007475736,3.784801136,0.196599787,92.22701124
STG143,KU-55933,0.098513163,22.2669408,10,0.0390625,114.436292
STG143,LCL161,0.255029118,12.21301886,6.484375,3.5546875,205.3197936
STG143,LY317615,0.035610061,2.69E+43,10,0.0390625,1861.8447
STG143,Lenalidomide,0.058458185,3.72E-44,5,0.01953125,-1732.392902
STG143,MK-2206,0.393154388,0.606227167,3.275568182,0.740056818,-13.40971764
STG143,NU-7441,0.276567213,0.606227167,2,0.0078125,78.47413012
STG143,NVP-BEZ235,0.473432407,0.016504799,0.204723011,0.046253551,-69.27552595
STG143,Nilotinib,0.083647465,4956.7646,2,0.0078125,240.9397879
STG143,Nutlin-3a,0.236568305,6.698622458,6.551136364,1.480113636,101.4966778
STG143,OSI-906,0.202813372,2.01516424,1.925330529,0.584435096,103.8250939
STG143,Obatoclax Mesylate,0.363607143,1.350264231,8.188920455,1.850142045,-21.17364401
STG143,Olaparib(1495) + Temozolomide(1375),0.107133933,2.69E+43,10,0.0390625,1861.8447
STG143,PAC-1,0.26913627,2.461819968,7.701322115,2.337740385,4.337843755
STG143,PD-0325901,0.107848132,548.0169989,0.21015625,0.040820313,580.0358301
STG143,PD-0332991,0.140170521,1821.667387,3.275568182,0.740056818,524.936647
STG143,PD-173074,0.123133215,164581907,1.637784091,0.370028409,1338.677731
STG143,PF-02341066,0.075681124,81741.02619,0.818892045,0.185014205,873.8461981
STG143,PF-4708671,0.160906721,18.2269798,8.188920455,1.850142045,153.7889245
STG143,PF-562271,0.208361989,3.007475736,7.701322115,2.337740385,21.13024359
STG143,PF477736,0.050042384,1.48695E+13,1,0.00390625,646.9677145
STG143,PLX4720,0.073551284,2.70949E+15,10,0.0390625,699.31266
STG143,Paclitaxel,0.109981484,4057.443232,0.01,3.91E-05,332.8776423
STG143,RO-3306,0.002550747,2.69E+43,4.094460227,0.925071023,6727.83611
STG143,SB 216763,0.017594455,2.69E+43,10,0.0390625,1861.8447
STG143,SB-505124,0.059644193,2.69E+43,6.541193182,1.843705611,7848.449514
STG143,SL 0101-1,0.57897465,0.406203546,10,0.0390625,42.22933304
STG143,Sorafenib,0.260154299,1.105281551,4,0.015625,76.80517398
STG143,TW 37,0.152938862,2.461819968,5,0.01953125,87.22246459
STG143,Tamoxifen,0.2710488,1.105281551,4.094460227,0.925071023,11.96521082
STG143,Temozolomide,0.066716501,36636993722,19.453125,10.6640625,3652.705345
STG143,Vinblastine,0.437742389,0.009052587,0.1,0.000390625,56.68092436
STG143,Vorinostat,0.387744207,1.105281551,10,0.0390625,60.28107279
STG143,XAV 939,0.061548188,2.69E+43,5.581430288,1.17563101,6409.580695
STG143,YK 4-279,0.138853885,6687266.246,7.701322115,2.337740385,1246.975431
STG143,ZM-447439,0.078023962,1646750.178,3.275568182,0.740056818,982.531057
STG143,mirin,0.083394564,1.81755E+11,100,0.390625,484.4918572
STG195,(5Z)-7-Oxozeaenol,0.240098471,2.01516424,7.701322115,2.337740385,-12.45455608
STG195,17-AAG,0.619587218,0.036761532,1,0.00390625,40.42925882
STG195,5-Fluorouracil,0.031060493,7.38087E+11,20,0.078125,538.788394
STG195,681640,0.268091226,0.406203546,2,0.0078125,71.25343422
STG195,ABT-263,0.740590045,0.036761532,2,0.0078125,27.92925882
STG195,AG-014699,0.289630864,9.997172493,5,0.01953125,112.4949002
STG195,AICAR,0.0679679,30040.75715,1674.576271,6.541313559,152.0631648
STG195,AKT inhibitor VIII,0.350937781,0.606227167,5,0.01953125,61.95002894
STG195,AMG-706,0.023064472,2.69E+43,2,0.0078125,1890.868801
STG195,AZ628,0.076722077,110.4656601,1.637784091,0.370028409,383.1129333
STG195,AZ960,0.166749972,18.2269798,7.701322115,2.337740385,172.2618421
STG195,AZD2281,0.307696635,5.483270348,5.278409091,1.475142045,102.9867315
STG195,AZD6482,0.24599455,6.698622458,4.094460227,0.925071023,133.0931429
STG195,AZD7762,0.299630483,0.332504761,2,0.0078125,67.64308627
STG195,AZD8055,0.4429631,0.182372916,1.637784091,0.370028409,-47.56415839
STG195,AZD8931,0.43428868,0.606227167,0.01953125,5,38.04997106
STG195,Anastrozole,0.017913814,7.36836E+17,8.102678571,1.936383929,2828.077335
STG195,Axitinib,0.027146867,6687266.246,2,0.0078125,370.9123141
STG195,BI-2536,0.513409197,0.036761532,2.057692308,0.008037861,27.41641797
STG195,BI-D1870,0.16262763,2.01516424,5,0.01953125,83.61211664
STG195,BIBW2992,0.331288866,0.222795381,0.5,0.001953125,85.42239037
STG195,BIRB 0796,0.027512788,1103407.761,10,0.0390625,309.3950814
STG195,BMN-673,0.470877311,0.740595786,7.701322115,2.337740385,-96.41655523
STG195,BMS-345541,0.159351788,4.488423388,7.701322115,2.337740385,54.71504325
STG195,BMS-536924,0.274786817,0.904746848,3.275568182,0.740056818,13.50760059
STG195,BMS-708163,0.120377194,22.2669408,4.094460227,0.925071023,213.8450976
STG195,BMS-754807,0.336279252,3.007475736,8.188920455,1.850142045,32.66099246
STG195,BX-795,0.153535922,3.674074636,5,0.01953125,94.44316049
STG195,BYL719,0.16261759,12.21301886,0.01953125,5,-16.10524819
STG195,Bicalutamide,0.114710196,7397.585254,7.701322115,2.337740385,676.033837
STG195,Bortezomib,0.307668475,0.002723314,0.02,7.81E-05,64.04293784
STG195,Bosutinib,0.095394246,4.488423388,2,0.0078125,114.5776096
STG195,CEP-701,0.345846336,0.332504761,2,0.0078125,67.64308627
STG195,CHIR-99021,0.088767269,27.20234828,8.188920455,1.850142045,180.7062427
STG195,Camptothecin,0.38915988,0.013510281,0.1,0.000390625,63.90162026
STG195,Carboplatin,0.151275321,33.23167554,10,0.0390625,121.6569879
STG195,Cisplatin,0.584659668,0.222795381,7.318181818,0.028586648,37.02882463
STG195,Cyclophosphamide,0.072216621,2.21E+35,6.484375,3.5546875,13327.12445
STG195,Docetaxel,0.252636831,0.004965182,0.0125,4.88E-05,83.34988051
STG195,EHT 1864,0.102585446,18.2269798,10,0.0390625,110.8259441
STG195,EPZ004777,0.061688589,14894707.65,0.0390625,10,-256.3296047
STG195,EPZ5676,0.212435021,14.92000161,0.0390625,10,-7.215596141
STG195,Embelin,0.079796779,49.59568847,10,0.0390625,128.8776838
STG195,Epirubicin,0.900400196,0.001493689,6.484375,3.5546875,-1293.363479
STG195,Erlotinib,0.126443651,6.698622458,2,0.0078125,121.7983055
STG195,Everolimus,0.46981494,0.496237468,3.2421875,1.77734375,-212.2376727
STG195,FK866,0.79261377,0.011059069,0.770132212,0.233774038,-255.9206337
STG195,Fulvestrant,0.087492144,2718.696749,0.58984375,0.4140625,2484.068452
STG195,GDC-0449,0.148505942,8.183354091,10,0.0390625,96.38455229
STG195,GDC0941,0.318500628,0.606227167,3.3625,0.653125,-4.547205293
STG195,GSK1120212,0.345453015,0.332504761,0.770132212,0.233774038,29.55016343
STG195,GSK1904529A,0.3754913,0.904746848,5,0.01953125,69.17072484
STG195,GSK2118436,0.00302414,2.69E+43,7.701322115,2.337740385,8316.57576
STG195,GSK269962A,0.291078951,0.904746848,4.094460227,0.925071023,-1.493448297
STG195,GW 441756,0,3.72E-44,2,0.0078125,-1715.868801
STG195,GW843682X (AN-13),0.419510504,0.904746848,5,0.01953125,69.17072484
STG195,Gefitinib,0.113108582,9.997172493,0.5,0.001953125,154.0190014
STG195,Gemcitibine,0.778459819,0.002723314,10,0.0390625,-48.02936572
STG195,INCB-18424,0.066142764,3.31191E+13,7.701322115,2.337740385,2539.990218
STG195,JNJ-26854165,0.45056361,0.740595786,10,0.0390625,53.06037689
STG195,JNK Inhibitor VIII,0.024142184,13464512039,10,0.0390625,479.081435
STG195,JQ1,0.251778987,0.332504761,3.784801136,0.196599787,17.76737469
STG195,KU-55933,0.204561628,4.488423388,10,0.0390625,85.55350844
STG195,LCL161,0.337616359,2.461819968,6.484375,3.5546875,-61.11278827
STG195,LY317615,0.268508202,2.01516424,10,0.0390625,71.11211664
STG195,Lapatinib,0.235285271,0.606227167,0.0078125,2,21.52586988
STG195,Lenalidomide,0.004628515,2.69E+43,5,0.01953125,1874.3447
STG195,MK-2206,0.436313171,0.406203546,3.275568182,0.740056818,-40.32703587
STG195,MLN8237,0.253719293,74.01770374,2,0.0078125,165.1224809
STG195,NU-7441,0.164598541,1.649546663,2,0.0078125,96.52586988
STG195,NVP-AUY922,0.421076158,0.020163043,0.000976563,0.25,45.40178503
STG195,NVP-BEZ235,0.329804916,0.044909627,0.204723011,0.046253551,-1.982230371
STG195,Nilotinib,0.134802805,2.461819968,2,0.0078125,103.7465658
STG195,Nutlin-3a,0.051883489,3315657965,6.551136364,1.480113636,1447.362589
STG195,OSI-906,0.14754688,14.92000161,1.925330529,0.584435096,271.7490922
STG195,Obatoclax Mesylate,0.465027577,0.740595786,8.188920455,1.850142045,-61.54962136
STG195,PAC-1,0.314825601,1.649546663,7.701322115,2.337740385,-29.24695591
STG195,PD-0325901,0.33098239,0.222795381,0.21015625,0.040820313,103.5640137
STG195,PD-0332991,0.083748088,164.8613974,3.275568182,0.740056818,363.4327376
STG195,PD-173074,0.187481554,5.483270348,1.637784091,0.370028409,181.2330466
STG195,PF-02341066,0.128995015,20128.8605,0.818892045,0.185014205,779.6355843
STG195,PF-4708671,0.559715677,0.496237468,8.188920455,1.850142045,-88.46693959
STG195,PF-562271,0.22475767,2.461819968,7.701322115,2.337740385,4.337843755
STG195,PF477736,0.361762376,0.149284425,1,0.00390625,65.70169447
STG195,PLX4720,0.090209749,22.2669408,10,0.0390625,114.436292
STG195,Paclitaxel,0.139474879,0.030091772,0.01,3.91E-05,119.8671132
STG195,RI-1,0.28623399,3.674074636,0.078125,20,30.55683951
STG195,RO-3306,0.145577349,9.997172493,4.094460227,0.925071023,160.0104611
STG195,SB 216763,0.050355908,4057.443232,10,0.0390625,208.3053387
STG195,SB-505124,0.188515096,5.483270348,6.541193182,1.843705611,86.06870236
STG195,SCH772984,0.34516429,0.606227167,0.01953125,5,38.04997106
STG195,SL 0101-1,0.532500689,0.606227167,10,0.0390625,49.45002894
STG195,Sorafenib,0.297182587,0.606227167,4,0.015625,65.97413012
STG195,TW 37,0.018919821,1.10091E+14,5,0.01953125,654.0470928
STG195,Tamoxifen,0.48330675,0.332504761,4.094460227,0.925071023,-68.78674388
STG195,Temozolomide,0.028672748,2.69E+43,19.453125,10.6640625,16241.64484
STG195,Vinblastine,0.302097184,0.020163043,0.1,0.000390625,71.12231616
STG195,Vorinostat,0.333837941,1.350264231,10,0.0390625,63.89142074
STG195,XAV 939,0.055809506,1347975.121,5.581430288,1.17563101,895.7338519
STG195,YK 4-279,0.223543997,5.483270348,7.701322115,2.337740385,71.50744308
STG195,ZM-447439,0.175194846,2.461819968,3.275568182,0.740056818,80.80089617
STG195,mirin,0.407380437,9.997172493,100,0.390625,58.47079905
STG201,(5Z)-7-Oxozeaenol,0.069537307,99689413560,7.701322115,2.337740385,2053.010623
STG201,17-AAG,0.318828537,0.222795381,1,0.00390625,72.92239037
STG201,5-Fluorouracil,0.03146101,2.69E+43,20,0.078125,1849.3447
STG201,681640,0.078995542,1.81447E+17,2,0.0078125,804.1540681
STG201,ABT-263,0.642870815,0.054863725,2,0.0078125,35.14995472
STG201,AG-014699,0.06944354,49511608.62,5,0.01953125,390.4916924
STG201,AMG-706,0.090977102,3002377.146,2,0.0078125,356.4709223
STG201,AZ628,0.044705421,2.69E+43,1.637784091,0.370028409,6789.434673
STG201,AZ960,0.198513517,6687266.246,7.701322115,2.337740385,1246.975431
STG201,AZD2281,0.147240579,817.8727047,5.278409091,1.475142045,495.5760318
STG201,AZD6482,0.1680023,4057.443232,4.094460227,0.925071023,563.7702346
STG201,AZD7762,0.423868475,0.222795381,2,0.0078125,60.42239037
STG201,AZD8055,0.164306066,74.01770374,1.637784091,0.370028409,356.1956151
STG201,Anastrozole,0.071266451,4.44E+42,8.102678571,1.936383929,6814.255666
STG201,Axitinib,0.044441691,2.99E+24,2,0.0078125,1103.812948
STG201,BI-2536,0.290764542,90.4235285,2.057692308,0.008037861,168.219988
STG201,BIBW2992,0.079450551,331941.0636,0.5,0.001953125,341.7570948
STG201,BIRB 0796,0.034595702,1.10E+26,10,0.0390625,1139.77511
STG201,BMN-673,0.470639737,2.461819968,7.701322115,2.337740385,4.337843755
STG201,BMS-345541,0.148696145,448.5885537,7.701322115,2.337740385,440.9402394
STG201,BMS-536924,0.051106473,8.12E+26,3.275568182,0.740056818,4185.691927
STG201,BMS-708163,0.159531907,6.67593E+12,4.094460227,0.925071023,1990.388101
STG201,BMS-754807,0.127270824,817.8727047,8.188920455,1.850142045,409.5034477
STG201,BX-795,0.213518595,12.21301886,5,0.01953125,116.1052482
STG201,Bicalutamide,0.023631654,2.70642E+19,7.701322115,2.337740385,3681.873407
STG201,Bosutinib,0.047620628,9.01682E+11,2,0.0078125,583.9228431
STG201,Bryostatin,0.048768064,2.69E+43,1,0.00390625,1903.368801
STG201,CEP-701,0.113996598,447828059,2,0.0078125,446.729621
STG201,CHIR-99021,0.008057656,1.63E+40,8.188920455,1.850142045,6183.268209
STG201,Camptothecin,0.444761964,0.020163043,0.1,0.000390625,71.12231616
STG201,Cisplatin,0.414686567,1.105281551,7.318181818,0.028586648,65.91160823
STG201,Docetaxel,0.024490491,2.69E+43,0.0125,4.88E-05,1982.392902
STG201,EHT 1864,0.106777762,60.58843929,10,0.0390625,132.4880318
STG201,Embelin,0.093194732,49.59568847,10,0.0390625,128.8776838
STG201,FK866,0.812928412,0.002723314,0.770132212,0.233774038,-373.4674325
STG201,Fulvestrant,0.025192605,7.38087E+11,0.58984375,0.4140625,7972.249171
STG201,GDC-0449,0.0595273,999.1519877,10,0.0390625,183.0329031
STG201,GDC0941,0.242542068,3.674074636,3.3625,0.653125,105.4078293
STG201,GSK1120212,0.15059826,903213.026,0.770132212,0.233774038,1272.187751
STG201,GSK1904529A,0.139195219,2718.696749,5,0.01953125,213.5846428
STG201,GSK2118436,0.006171805,4.92E+29,7.701322115,2.337740385,5663.376587
STG201,GSK269962A,0.165872536,4.488423388,4.094460227,0.925071023,106.1758246
STG201,GW 441756,0.028063827,2.69E+43,2,0.0078125,1890.868801
STG201,GW843682X (AN-13),0.065044012,3.72E-44,5,0.01953125,-1732.392902
STG201,Gefitinib,0.034216579,3.72E-44,0.5,0.001953125,-1690.868801
STG201,Gemcitibine,0.572458455,0.406203546,10,0.0390625,42.22933304
STG201,INCB-18424,0.075112837,2.00E+22,7.701322115,2.337740385,4236.022601
STG201,JNJ-26854165,0.158193876,6.698622458,10,0.0390625,92.77420434
STG201,JNK Inhibitor VIII,0.084471149,6.04173E+11,10,0.0390625,547.6780461
STG201,JQ1,0.058227471,4050564626,3.784801136,0.196599787,802.9780874
STG201,KU-55933,0.144690638,1491.156552,10,0.0390625,190.253599
STG201,LY317615,0.021786091,5.42E+42,10,0.0390625,1832.961916
STG201,Lenalidomide,0.02473684,1.10E+22,5,0.01953125,986.1991042
STG201,MK-2206,0.312147139,3.007475736,3.275568182,0.740056818,94.25955529
STG201,NU-7441,0.175815242,74.01770374,2,0.0078125,165.1224809
STG201,NVP-BEZ235,0.220193101,1.105281551,0.204723011,0.046253551,213.3563155
STG201,Nilotinib,0.077857555,1.34493E+14,2,0.0078125,674.1815419
STG201,Nutlin-3a,0.071607525,2.69E+43,6.551136364,1.480113636,6696.239645
STG201,OSI-906,0.018862868,2.69E+43,1.925330529,0.584435096,8432.85541
STG201,Obatoclax Mesylate,0.262414815,3.007475736,8.188920455,1.850142045,32.66099246
STG201,PAC-1,0.124188997,164.8613974,7.701322115,2.337740385,356.9782402
STG201,PD-0325901,0.067630017,8.11E+30,0.21015625,0.040820313,4538.417074
STG201,PD-0332991,0.04528749,11021603333,3.275568182,0.740056818,1574.712058
STG201,PD-173074,0.041356261,2.69E+43,1.637784091,0.370028409,6789.434673
STG201,PF-02341066,0.07677951,1.81755E+11,0.818892045,0.185014205,1856.328314
STG201,PF-4708671,0.31186259,3.007475736,8.188920455,1.850142045,32.66099246
STG201,PF-562271,0.108019445,18.2269798,7.701322115,2.337740385,172.2618421
STG201,PF477736,0.417218684,0.122199283,1,0.00390625,62.09134652
STG201,PLX4720,0.02796889,2.69E+43,10,0.0390625,1861.8447
STG201,Paclitaxel,0.028585358,2.69E+43,0.01,3.91E-05,1986.417003
STG201,RO-3306,0.06043546,2.00E+32,4.094460227,0.925071023,5005.127743
STG201,SB 216763,0.026132034,2.69E+43,10,0.0390625,1861.8447
STG201,SB-505124,0.083807443,2.69E+43,6.541193182,1.843705611,7848.449514
STG201,SL 0101-1,0.156382321,2225.435059,10,0.0390625,197.4742949
STG201,Sorafenib,0.144805477,4.488423388,4,0.015625,102.0776096
STG201,TW 37,0.147458313,2.461819968,5,0.01953125,87.22246459
STG201,Tamoxifen,0.129205096,448.5885537,4.094460227,0.925071023,415.7249843
STG201,Vinblastine,0.443551193,0.020163043,0.1,0.000390625,71.12231616
STG201,Vorinostat,0.248494538,3.007475736,10,0.0390625,78.33281254
STG201,XAV 939,0.159249138,22229191.53,5.581430288,1.17563101,1075.67291
STG201,YK 4-279,0.119136713,90.4235285,7.701322115,2.337740385,306.6010407
STG201,ZM-447439,0.110927962,24548680049,3.275568182,0.740056818,1628.546695
STG282,(5Z)-7-Oxozeaenol,0.480918911,0.771199094,7.701322115,2.337740385,-113.2089551
STG282,17-AAG,0.552239043,0.052271876,1,0.00390625,44.94219376
STG282,5-Fluorouracil,0.226673192,37677.40673,20,0.078125,169.6303161
STG282,681640,0.175698093,11.37382695,2,0.0078125,114.5776096
STG282,ABT-263,0.429679022,0.207263873,2,0.0078125,55.90945544
STG282,AG-014699,0.254633735,172.3694591,5,0.01953125,-329.7727237
STG282,AICAR,0.167532907,2755402889,1674.576271,6.541313559,172.8226655
STG282,AKT inhibitor VIII,0.164904325,8.225454657,5,0.01953125,-351.4348114
STG282,AMG-706,0.171075897,1.34E+43,2,0.0078125,1120.962101
STG282,AZ628,0.133061997,5.51E+38,1.637784091,0.370028409,1843.377447
STG282,AZ960,0.488701868,4119.604206,7.701322115,2.337740385,92.49794287
STG282,AZD2281,0.241419789,123892.5539,5.278409091,1.475142045,381.7251347
STG282,AZD6482,0.209092648,2067335.215,4.094460227,0.925071023,-1209.408104
STG282,AZD7762,0.652122984,0.086091291,2,0.0078125,18.00080196
STG282,AZD8055,0.583017257,0.105726524,1.637784091,0.370028409,-148.5041018
STG282,AZD8931,0.050362679,2.99559E+14,0.01953125,5,-572.0988325
STG282,Anastrozole,0.145750728,6.72E+42,8.102678571,1.936383929,3639.299592
STG282,Axitinib,0.290500039,6.72E+42,2,0.0078125,538.7934938
STG282,BI-2536,0.463259919,1.070537217,2.057692308,0.008037861,13.87761316
STG282,BI-D1870,0.086994967,20128.8605,5,0.01953125,249.6881223
STG282,BIBW2992,0.16716591,6.72E+42,0.5,0.001953125,694.668607
STG282,BIRB 0796,0.068522894,6.72E+42,10,0.0390625,167.6889243
STG282,BMN-673,0.507421,24.28930198,7.701322115,2.337740385,-121.605155
STG282,BMS-345541,0.348077777,2.147860097,7.701322115,2.337740385,-16.65265603
STG282,BMS-536924,0.351518989,1.826303414,3.275568182,0.740056818,40.42491883
STG282,BMS-708163,0.300293429,12377919.3,4.094460227,0.925071023,412.3603195
STG282,BMS-754807,0.290802012,11.95076171,8.188920455,1.850142045,79.76629936
STG282,BX-795,0.306833706,2.74170967,5,0.01953125,83.61211664
STG282,BYL719,0.112844842,2718.696749,0.01953125,5,-113.5846428
STG282,Bicalutamide,0.134891335,6.72E+42,7.701322115,2.337740385,3089.941313
STG282,Bortezomib,0.405873004,0.001824761,0.02,7.81E-05,56.82224194
STG282,Bosutinib,0.202261823,4.10525E+15,2,0.0078125,260.7967016
STG282,CEP-701,0.489485838,830.4019315,2,0.0078125,91.11034795
STG282,CHIR-99021,0.181711123,6.72E+42,8.188920455,1.850142045,1778.922013
STG282,Camptothecin,0.487725311,0.077623322,0.1,0.000390625,47.65505448
STG282,Carboplatin,0.272774401,6.72E+42,10,0.0390625,631.6186359
STG282,Cisplatin,0.289680242,23.29353817,7.318181818,0.028586648,83.06076099
STG282,Cyclophosphamide,0.08618299,6.72E+42,6.484375,3.5546875,6633.005831
STG282,Docetaxel,0.277558563,916961.4952,0.0125,4.88E-05,170.9008183
STG282,EHT 1864,0.09992602,53935.14099,10,0.0390625,219.1363826
STG282,EPZ004777,0.144062399,60485723.38,0.0390625,10,-281.6020404
STG282,EPZ5676,0.214259708,367.1997236,0.0390625,10,-64.98116334
STG282,Embelin,0.219139545,6.1233E+17,10,0.0390625,266.9734929
STG282,Epirubicin,0.901905858,0.006910276,6.484375,3.5546875,-1434.905788
STG282,Erlotinib,0.142039383,6.72E+42,2,0.0078125,678.6944768
STG282,Everolimus,0.745539849,4.27E-09,3.2421875,1.77734375,-8205.215129
STG282,FK866,0.654513674,3366128010,0.770132212,0.233774038,163.8893621
STG282,Fulvestrant,0.102654782,6.77597E+14,0.58984375,0.4140625,6515.335217
STG282,GDC-0449,0.053477955,1.34E+43,10,0.0390625,1151.508741
