ID,Model,Drug,AUC,iC50,D1_CONC,D5_CONC,perc.iC50,cluster.superv
STG201-X3C,STG201,AZD8055,0.164306066,74.01770374,1.637784091,0.370028409,356.1956151,2
STG201-X3C,STG201,Anastrozole,0.071266451,4.44E+42,8.102678571,1.936383929,6814.255666,1
STG201-X3C,STG201,Axitinib,0.044441691,2.99E+24,2,0.0078125,1103.812948,1
STG201-X3C,STG201,BI-2536,0.290764542,90.4235285,2.057692308,0.008037861,168.219988,2
STG201-X3C,STG201,BIBW2992,0.079450551,331941.0636,0.5,0.001953125,341.7570948,1
STG201-X3C,STG201,BIRB 0796,0.034595702,1.10E+26,10,0.0390625,1139.77511,1
STG201-X3C,STG201,BMN-673,0.470639737,2.461819968,7.701322115,2.337740385,4.337843755,7
STG201-X3C,STG201,BMS-345541,0.148696145,448.5885537,7.701322115,2.337740385,440.9402394,2
STG201-X3C,STG201,BMS-536924,0.051106473,8.12E+26,3.275568182,0.740056818,4185.691927,1
STG201-X3C,STG201,BMS-708163,0.159531907,6.67593E+12,4.094460227,0.925071023,1990.388101,1
STG201-X3C,STG201,BMS-754807,0.127270824,817.8727047,8.188920455,1.850142045,409.5034477,2
STG201-X3C,STG201,BX-795,0.213518595,12.21301886,5,0.01953125,116.1052482,2
STG201-X3C,STG201,Bicalutamide,0.023631654,2.70642E+19,7.701322115,2.337740385,3681.873407,1
STG201-X3C,STG201,Bosutinib,0.047620628,9.01682E+11,2,0.0078125,583.9228431,1
STG201-X3C,STG201,Bryostatin,0.048768064,2.69E+43,1,0.00390625,1903.368801,1
STG201-X3C,STG201,CEP-701,0.113996598,447828059,2,0.0078125,446.729621,1
STG201-X3C,STG201,CHIR-99021,0.008057656,1.63E+40,8.188920455,1.850142045,6183.268209,1
STG201-X3C,STG201,Camptothecin,0.444761964,0.020163043,0.1,0.000390625,71.12231616,7
STG201-X3C,STG201,Cisplatin,0.414686567,1.105281551,7.318181818,0.028586648,65.91160823,4
STG201-X3C,STG201,Docetaxel,0.024490491,2.69E+43,0.0125,4.88E-05,1982.392902,1
STG201-X3C,STG201,EHT 1864,0.106777762,60.58843929,10,0.0390625,132.4880318,2
STG201-X3C,STG201,Embelin,0.093194732,49.59568847,10,0.0390625,128.8776838,2
STG201-X3C,STG201,FK866,0.812928412,0.002723314,0.770132212,0.233774038,-373.4674325,6
STG201-X3C,STG201,Fulvestrant,0.025192605,7.38087E+11,0.58984375,0.4140625,7972.249171,1
STG201-X3C,STG201,GDC-0449,0.0595273,999.1519877,10,0.0390625,183.0329031,2
STG201-X3C,STG201,GDC0941,0.242542068,3.674074636,3.3625,0.653125,105.4078293,4
STG201-X3C,STG201,GSK1120212,0.15059826,903213.026,0.770132212,0.233774038,1272.187751,1
STG201-X3C,STG201,GSK1904529A,0.139195219,2718.696749,5,0.01953125,213.5846428,2
STG201-X3C,STG201,GSK2118436,0.006171805,4.92E+29,7.701322115,2.337740385,5663.376587,1
STG201-X3C,STG201,GSK269962A,0.165872536,4.488423388,4.094460227,0.925071023,106.1758246,2
STG201-X3C,STG201,GW 441756,0.028063827,2.69E+43,2,0.0078125,1890.868801,1
STG201-X3C,STG201,GW843682X (AN-13),0.065044012,3.72E-44,5,0.01953125,-1732.392902,1
STG201-X3C,STG201,Gefitinib,0.034216579,3.72E-44,0.5,0.001953125,-1690.868801,1
STG201-X3C,STG201,Gemcitibine,0.572458455,0.406203546,10,0.0390625,42.22933304,6
STG201-X3C,STG201,INCB-18424,0.075112837,2.00E+22,7.701322115,2.337740385,4236.022601,1
STG201-X3C,STG201,JNJ-26854165,0.158193876,6.698622458,10,0.0390625,92.77420434,3
STG201-X3C,STG201,JNK Inhibitor VIII,0.084471149,6.04173E+11,10,0.0390625,547.6780461,1
STG201-X3C,STG201,JQ1,0.058227471,4050564626,3.784801136,0.196599787,802.9780874,1
STG201-X3C,STG201,KU-55933,0.144690638,1491.156552,10,0.0390625,190.253599,2
STG201-X3C,STG201,LY317615,0.021786091,5.42E+42,10,0.0390625,1832.961916,1
STG201-X3C,STG201,Lenalidomide,0.02473684,1.10E+22,5,0.01953125,986.1991042,1
STG201-X3C,STG201,MK-2206,0.312147139,3.007475736,3.275568182,0.740056818,94.25955529,4
STG201-X3C,STG201,NU-7441,0.175815242,74.01770374,2,0.0078125,165.1224809,2
STG201-X3C,STG201,NVP-BEZ235,0.220193101,1.105281551,0.204723011,0.046253551,213.3563155,2
STG201-X3C,STG201,Nilotinib,0.077857555,1.34493E+14,2,0.0078125,674.1815419,1
STG201-X3C,STG201,Nutlin-3a,0.071607525,2.69E+43,6.551136364,1.480113636,6696.239645,1
STG201-X3C,STG201,OSI-906,0.018862868,2.69E+43,1.925330529,0.584435096,8432.85541,1
STG201-X3C,STG201,Obatoclax Mesylate,0.262414815,3.007475736,8.188920455,1.850142045,32.66099246,3
STG201-X3C,STG201,PAC-1,0.124188997,164.8613974,7.701322115,2.337740385,356.9782402,2
STG201-X3C,STG201,PD-0325901,0.067630017,8.11E+30,0.21015625,0.040820313,4538.417074,1
STG201-X3C,STG201,PD-0332991,0.04528749,11021603333,3.275568182,0.740056818,1574.712058,1
STG201-X3C,STG201,PD-173074,0.041356261,2.69E+43,1.637784091,0.370028409,6789.434673,1
STG201-X3C,STG201,PF-02341066,0.07677951,1.81755E+11,0.818892045,0.185014205,1856.328314,1
STG201-X3C,STG201,PF-4708671,0.31186259,3.007475736,8.188920455,1.850142045,32.66099246,4
STG201-X3C,STG201,PF-562271,0.108019445,18.2269798,7.701322115,2.337740385,172.2618421,2
STG201-X3C,STG201,PF477736,0.417218684,0.122199283,1,0.00390625,62.09134652,5
STG201-X3C,STG201,PLX4720,0.02796889,2.69E+43,10,0.0390625,1861.8447,1
STG201-X3C,STG201,Paclitaxel,0.028585358,2.69E+43,0.01,3.91E-05,1986.417003,1
STG201-X3C,STG201,RO-3306,0.06043546,2.00E+32,4.094460227,0.925071023,5005.127743,1
STG201-X3C,STG201,SB 216763,0.026132034,2.69E+43,10,0.0390625,1861.8447,1
STG201-X3C,STG201,SB-505124,0.083807443,2.69E+43,6.541193182,1.843705611,7848.449514,1
STG201-X3C,STG201,SL 0101-1,0.156382321,2225.435059,10,0.0390625,197.4742949,2
STG201-X3C,STG201,Sorafenib,0.144805477,4.488423388,4,0.015625,102.0776096,2
STG201-X3C,STG201,TW 37,0.147458313,2.461819968,5,0.01953125,87.22246459,2
STG201-X3C,STG201,Tamoxifen,0.129205096,448.5885537,4.094460227,0.925071023,415.7249843,2
STG201-X3C,STG201,Vinblastine,0.443551193,0.020163043,0.1,0.000390625,71.12231616,6
STG201-X3C,STG201,Vorinostat,0.248494538,3.007475736,10,0.0390625,78.33281254,3
STG201-X3C,STG201,XAV 939,0.159249138,22229191.53,5.581430288,1.17563101,1075.67291,1
STG201-X3C,STG201,YK 4-279,0.119136713,90.4235285,7.701322115,2.337740385,306.6010407,2
STG201-X3C,STG201,ZM-447439,0.110927962,24548680049,3.275568182,0.740056818,1628.546695,1
STG282-X1C,STG282,(5Z)-7-Oxozeaenol,0.497843478,0.606227167,7.701322115,2.337740385,-113.2089551,5
STG282-X1C,STG282,17-AAG,0.466825738,0.067024121,1,0.00390625,51.26030267,5
STG282-X1C,STG282,5-Fluorouracil,0.284246673,22.2669408,20,0.078125,101.936292,4
STG282-X1C,STG282,681640,0.102596147,33.23167554,2,0.0078125,150.6810891,2
STG282-X1C,STG282,ABT-263,0.372466255,0.222795381,2,0.0078125,60.42239037,4
STG282-X1C,STG282,AG-014699,0.163874283,3.72E-44,5,0.01953125,-1732.392902,1
STG282-X1C,STG282,AICAR,0.128806982,4956.7646,1674.576271,6.541313559,119.5700332,2
STG282-X1C,STG282,AKT inhibitor VIII,0.25255054,2.461819968,5,0.01953125,87.22246459,4
STG282-X1C,STG282,AMG-706,0.105487082,11021603333,2,0.0078125,504.4951882,1
STG282-X1C,STG282,AZ628,0.086727214,2457646.431,1.637784091,0.370028409,1056.045889,1
STG282-X1C,STG282,AZ960,0.524211417,0.606227167,7.701322115,2.337740385,-113.2089551,7
STG282-X1C,STG282,AZD2281,0.1520306,164.8613974,5.278409091,1.475142045,369.9474557,2
STG282-X1C,STG282,AZD6482,0.307168637,1.350264231,4.094460227,0.925071023,25.42386994,4
STG282-X1C,STG282,AZD7762,0.634601854,0.054863725,2,0.0078125,35.14995472,6
STG282-X1C,STG282,AZD8055,0.375574072,0.272177378,1.637784091,0.370028409,-20.64684016,4
STG282-X1C,STG282,Anastrozole,0.103227006,7.34E+33,8.102678571,1.936383929,5401.610012,1
STG282-X1C,STG282,Axitinib,0.250160133,5.483270348,2,0.0078125,118.1879576,2
STG282-X1C,STG282,BI-2536,0.203383402,3.674074636,2.057692308,0.008037861,110.4544208,2
STG282-X1C,STG282,BIBW2992,0.118842247,20094735931,0.5,0.001953125,540.3262321,1
STG282-X1C,STG282,BIRB 0796,0.094776982,2.69E+43,10,0.0390625,1861.8447,1
STG282-X1C,STG282,BMN-673,0.446981878,6.698622458,7.701322115,2.337740385,88.29984291,7
STG282-X1C,STG282,BMS-345541,0.312092313,3.674074636,7.701322115,2.337740385,37.92264342,4
STG282-X1C,STG282,BMS-536924,0.192424778,4.488423388,3.275568182,0.740056818,121.1768735,2
STG282-X1C,STG282,BMS-708163,0.098727282,49511608.62,4.094460227,0.925071023,1196.327213,1
STG282-X1C,STG282,BMS-754807,0.232723188,33.23167554,8.188920455,1.850142045,194.1649018,2
STG282-X1C,STG282,BX-795,0.280980978,3.674074636,5,0.01953125,94.44316049,4
STG282-X1C,STG282,Bicalutamide,0.11158342,3.65956E+14,7.701322115,2.337740385,2741.499016,1
STG282-X1C,STG282,Bosutinib,0.164553832,4.488423388,2,0.0078125,114.5776096,2
STG282-X1C,STG282,CEP-701,0.459907945,0.182372916,2,0.0078125,56.81204242,5
STG282-X1C,STG282,CHIR-99021,0.139432067,2.69E+43,8.188920455,1.850142045,6681.238596,1
STG282-X1C,STG282,Camptothecin,0.323964069,0.036761532,0.1,0.000390625,81.95336001,4
STG282-X1C,STG282,Carboplatin,0.344133212,2.69E+43,10,0.0390625,1861.8447,7
STG282-X1C,STG282,Cisplatin,0.134401497,90.4235285,7.318181818,0.028586648,145.3392631,2
STG282-X1C,STG282,Cyclophosphamide,0.051487684,2.69E+43,6.484375,3.5546875,16424.40321,1
STG282-X1C,STG282,Docetaxel,0.077122581,3667845.957,0.0125,4.88E-05,451.6053714,1
STG282-X1C,STG282,EHT 1864,0.051542894,13487.37726,10,0.0390625,229.9674264,2
STG282-X1C,STG282,Embelin,0.307467506,2.01516424,10,0.0390625,71.11211664,4
STG282-X1C,STG282,Epirubicin,0.866120474,0.007410148,6.484375,3.5546875,-1026.930898,8
STG282-X1C,STG282,Erlotinib,0.093304224,13464512039,2,0.0078125,508.1055362,1
STG282-X1C,STG282,Everolimus,0.629625339,5.50E-10,3.2421875,1.77734375,-3642.557164,7
STG282-X1C,STG282,FK866,0.680662797,0.016504799,0.770132212,0.233774038,-222.335834,6
STG282-X1C,STG282,Fulvestrant,0.102401538,9.01682E+11,0.58984375,0.4140625,8028.828354,1
STG282-X1C,STG282,GDC-0449,0.009379539,2.69E+43,10,0.0390625,1861.8447,1
STG282-X1C,STG282,GDC0941,0.43839172,0.406203546,3.3625,0.653125,-28.98165742,5
STG282-X1C,STG282,GSK1120212,0.537344312,0.036761532,0.770132212,0.233774038,-155.1662347,7
STG282-X1C,STG282,GSK1904529A,0.110914381,447828059,5,0.01953125,430.2055199,1
STG282-X1C,STG282,GSK2118436,0.413607717,16476.81812,7.701322115,2.337740385,743.2034363,7
STG282-X1C,STG282,GSK269962A,0.154546672,27.20234828,4.094460227,0.925071023,227.3037567,2
STG282-X1C,STG282,GW 441756,0.115061914,8.15563E+12,2,0.0078125,623.6366706,1
STG282-X1C,STG282,GW843682X (AN-13),0.067502084,44833.49121,5,0.01953125,264.1295141,2
STG282-X1C,STG282,Gefitinib,0.085617862,245625682.5,0.5,0.001953125,460.8985772,1
STG282-X1C,STG282,Gemcitibine,0.763235329,1.66E-22,10,0.0390625,-845.9162627,7
STG282-X1C,STG282,INCB-18424,0.033592302,33175337.69,7.701322115,2.337740385,1381.31463,1
STG282-X1C,STG282,JNJ-26854165,0.232322514,3.007475736,10,0.0390625,78.33281254,3
STG282-X1C,STG282,JNK Inhibitor VIII,0.094971954,997458119.8,10,0.0390625,432.1469117,1
STG282-X1C,STG282,JQ1,0.294238516,0.496237468,3.784801136,0.196599787,31.30549043,4
STG282-X1C,STG282,KU-55933,0.313886178,2.01516424,10,0.0390625,71.11211664,4
STG282-X1C,STG282,LCL161,0.271713374,27.20234828,6.484375,3.5546875,338.5360845,2
STG282-X1C,STG282,LY317615,0,3.72E-44,10,0.0390625,-1744.892902,1
STG282-X1C,STG282,Lenalidomide,0.084706741,3.72E-44,5,0.01953125,-1732.392902,1
STG282-X1C,STG282,MK-2206,0.219410205,9.997172493,3.275568182,0.740056818,175.01151,2
STG282-X1C,STG282,NU-7441,0.310499209,0.496237468,2,0.0078125,74.86378217,4
STG282-X1C,STG282,NVP-BEZ235,0.587232529,0.009052587,0.204723011,0.046253551,-109.6515033,6
STG282-X1C,STG282,Nilotinib,0.102410467,1.09967E+18,2,0.0078125,836.6471997,1
STG282-X1C,STG282,Nutlin-3a,0.175409112,74.01770374,6.551136364,1.480113636,263.0005872,2
STG282-X1C,STG282,OSI-906,0.13341649,817.8727047,1.925330529,0.584435096,607.5970888,2
STG282-X1C,STG282,Obatoclax Mesylate,0.569386518,0.496237468,8.188920455,1.850142045,-88.46693959,6
STG282-X1C,STG282,Olaparib(1495) + Temozolomide(1375),0.106819191,448.5885537,10,0.0390625,168.5915113,2
STG282-X1C,STG282,PAC-1,0.155331605,5.483270348,7.701322115,2.337740385,71.50744308,2
STG282-X1C,STG282,PD-0325901,0.264292982,0.272177378,0.21015625,0.040820313,115.7812397,4
STG282-X1C,STG282,PD-0332991,0.243170304,9.997172493,3.275568182,0.740056818,175.01151,2
STG282-X1C,STG282,PD-173074,0.075227263,2.69E+43,1.637784091,0.370028409,6789.434673,1
STG282-X1C,STG282,PF-02341066,0.091885257,448.5885537,0.818892045,0.185014205,523.9210611,2
STG282-X1C,STG282,PF-4708671,0.051595163,1.34E+24,8.188920455,1.850142045,3693.416272,1
STG282-X1C,STG282,PF-562271,0.322651351,3.007475736,7.701322115,2.337740385,21.13024359,4
STG282-X1C,STG282,PF477736,0.272394086,0.496237468,1,0.00390625,87.36378217,4
STG282-X1C,STG282,PLX4720,0.120330556,11040.32005,10,0.0390625,226.3570785,2
STG282-X1C,STG282,Paclitaxel,0.158909695,0.496237468,0.01,3.91E-05,170.4119845,2
STG282-X1C,STG282,RO-3306,0.0309752,495396.1939,4.094460227,0.925071023,886.7780534,1
STG282-X1C,STG282,SB 216763,0.051150654,2.99559E+14,10,0.0390625,659.5988325,1
STG282-X1C,STG282,SB-505124,0.090312736,997458119.8,6.541193182,1.843705611,1587.95501,1
STG282-X1C,STG282,SL 0101-1,0.661813544,0.222795381,10,0.0390625,31.39828919,6
STG282-X1C,STG282,Sorafenib,0.240844343,1.350264231,4,0.015625,80.41552193,4
STG282-X1C,STG282,TW 37,0.238626912,1.105281551,5,0.01953125,72.78107279,3
STG282-X1C,STG282,Tamoxifen,0.283864163,1.105281551,4.094460227,0.925071023,11.96521082,4
STG282-X1C,STG282,Temozolomide,0.006488782,2.69E+43,19.453125,10.6640625,16241.64484,1
STG282-X1C,STG282,Vinblastine,0.543352422,0.003326929,0.1,0.000390625,38.62918461,7
STG282-X1C,STG282,Vorinostat,0.456514988,0.740595786,10,0.0390625,53.06037689,5
STG282-X1C,STG282,XAV 939,0.14036456,2.69E+43,5.581430288,1.17563101,6409.580695,1
STG282-X1C,STG282,YK 4-279,0.280692532,3.674074636,7.701322115,2.337740385,37.92264342,4
STG282-X1C,STG282,ZM-447439,0.071983413,90.4235285,3.275568182,0.740056818,323.0567603,2
STG282-X1C,STG282,mirin,0.171796657,448.5885537,100,0.390625,127.0674101,2
STG282-X1CR,STG282,(5Z)-7-Oxozeaenol,0.496942554,0.606227167,7.701322115,2.337740385,-113.2089551,5
STG282-X1CR,STG282,17-AAG,0.627699021,0.030091772,1,0.00390625,36.81891087,6
STG282-X1CR,STG282,5-Fluorouracil,0.193430603,164.8613974,20,0.078125,138.0397715,2
STG282-X1CR,STG282,681640,0.146829276,8.183354091,2,0.0078125,125.4086535,2
STG282-X1CR,STG282,ABT-263,0.301988012,0.406203546,2,0.0078125,71.25343422,4
STG282-X1CR,STG282,AG-014699,0.319579173,9.997172493,5,0.01953125,112.4949002,4
STG282-X1CR,STG282,AICAR,0.131067687,2718.696749,1674.576271,6.541313559,108.7389894,2
STG282-X1CR,STG282,AKT inhibitor VIII,0.276029384,12.21301886,5,0.01953125,116.1052482,2
STG282-X1CR,STG282,AMG-706,0.147009148,2.69E+43,2,0.0078125,1890.868801,1
STG282-X1CR,STG282,AZ628,0.268314489,0.904746848,1.637784091,0.370028409,60.10511454,4
STG282-X1CR,STG282,AZ960,0.558584094,0.496237468,7.701322115,2.337740385,-130.0013549,5
STG282-X1CR,STG282,AZD2281,0.342155736,6.698622458,5.278409091,1.475142045,118.6903035,4
STG282-X1CR,STG282,AZD6482,0.182961349,99858.70457,4.094460227,0.925071023,779.1087804,1
STG282-X1CR,STG282,AZD7762,0.747486755,0.016504799,2,0.0078125,13.48786702,6
STG282-X1CR,STG282,AZD8055,0.537443323,0.081879838,1.637784091,0.370028409,-101.3987949,5
STG282-X1CR,STG282,Anastrozole,0.128485792,2.69E+43,8.102678571,1.936383929,6940.134982,1
STG282-X1CR,STG282,Axitinib,0.246613116,2.461819968,2,0.0078125,103.7465658,2
STG282-X1CR,STG282,BI-2536,0.684145746,2.23E-05,2.057692308,0.008037861,-106.1664562,7
STG282-X1CR,STG282,BIBW2992,0.299836374,8.183354091,0.5,0.001953125,150.4086535,2
STG282-X1CR,STG282,BIRB 0796,0.0994203,81741.02619,10,0.0390625,262.460558,1
STG282-X1CR,STG282,BMN-673,0.64875138,0.030091772,7.701322115,2.337740385,-365.0949525,7
STG282-X1CR,STG282,BMS-345541,0.400381076,1.105281551,7.701322115,2.337740385,-62.83175557,4
STG282-X1CR,STG282,BMS-536924,0.383291499,1.105281551,3.275568182,0.740056818,26.96625971,4
STG282-X1CR,STG282,BMS-708163,0.473120724,0.740595786,4.094460227,0.925071023,-14.95210741,7
STG282-X1CR,STG282,BMS-754807,0.271814295,5.483270348,8.188920455,1.850142045,73.0369698,4
STG282-X1CR,STG282,BX-795,0.382254725,0.904746848,5,0.01953125,69.17072484,4
STG282-X1CR,STG282,Bicalutamide,0.081928782,54770.71383,7.701322115,2.337740385,843.9578353,1
STG282-X1CR,STG282,Bosutinib,0.321122401,0.406203546,2,0.0078125,71.25343422,4
STG282-X1CR,STG282,CEP-701,0.543337114,0.100028283,2,0.0078125,45.98099857,7
STG282-X1CR,STG282,CHIR-99021,0.139856267,18.2269798,8.188920455,1.850142045,153.7889245,2
STG282-X1CR,STG282,Camptothecin,0.690610972,6.07E-05,0.1,0.000390625,-33.5777744,7
STG282-X1CR,STG282,Carboplatin,0.30440158,669.4834913,10,0.0390625,175.8122072,2
STG282-X1CR,STG282,Cisplatin,0.312990716,1.105281551,7.318181818,0.028586648,65.91160823,4
STG282-X1CR,STG282,Cyclophosphamide,0.011644161,2.2179E+15,6.484375,3.5546875,5667.187722,1
STG282-X1CR,STG282,Docetaxel,0.477359099,0.001000849,0.0125,4.88E-05,54.46709691,5
STG282-X1CR,STG282,EHT 1864,0.135899541,60.58843929,10,0.0390625,132.4880318,2
STG282-X1CR,STG282,Embelin,0.243227134,3.007475736,10,0.0390625,78.33281254,3
STG282-X1CR,STG282,Epirubicin,0.929869575,4.07E-05,6.484375,3.5546875,-1892.836789,8
STG282-X1CR,STG282,Erlotinib,0.094017621,246.0428002,2,0.0078125,186.7845686,2
STG282-X1CR,STG282,Everolimus,0.721216548,1.65E-08,3.2421875,1.77734375,-3076.387928,7
STG282-X1CR,STG282,FK866,0.911642645,2.47E-06,0.770132212,0.233774038,-961.2014266,8
STG282-X1CR,STG282,Fulvestrant,0.020306847,2.70949E+15,0.58984375,0.4140625,10291.99566,1
STG282-X1CR,STG282,GDC-0449,0.017961234,2.69E+43,10,0.0390625,1861.8447,1
STG282-X1CR,STG282,GDC0941,0.309516356,1.350264231,3.3625,0.653125,44.32169896,4
STG282-X1CR,STG282,GSK1120212,0.635002625,0.013510281,0.770132212,0.233774038,-239.1282339,7
STG282-X1CR,STG282,GSK1904529A,0.096448988,367.1997236,5,0.01953125,177.4811633,2
STG282-X1CR,STG282,GSK2118436,0.061341706,201.4024823,7.701322115,2.337740385,373.77064,2
STG282-X1CR,STG282,GSK269962A,0.494302084,0.272177378,4.094460227,0.925071023,-82.24540299,5
STG282-X1CR,STG282,GW 441756,0.135392776,2718.696749,2,0.0078125,230.108744,1
STG282-X1CR,STG282,GW843682X (AN-13),0.382819826,0.904746848,5,0.01953125,69.17072484,4
STG282-X1CR,STG282,Gefitinib,0.148974427,60.58843929,0.5,0.001953125,186.512133,2
STG282-X1CR,STG282,Gemcitibine,0.874642585,3.72E-44,10,0.0390625,-1744.892902,8
STG282-X1CR,STG282,INCB-18424,0.293349273,33.23167554,7.701322115,2.337740385,222.6390416,2
STG282-X1CR,STG282,JNJ-26854165,0.33439935,1.350264231,10,0.0390625,63.89142074,4
STG282-X1CR,STG282,JNK Inhibitor VIII,0.072582291,547087942.6,10,0.0390625,421.3158678,1
STG282-X1CR,STG282,JQ1,0.284747779,0.222795381,3.784801136,0.196599787,4.229258953,4
STG282-X1CR,STG282,KU-55933,0.337699988,2.01516424,10,0.0390625,71.11211664,4
STG282-X1CR,STG282,LCL161,0.210234454,74.01770374,6.484375,3.5546875,505.0564482,2
STG282-X1CR,STG282,LY317615,0.035383261,9021919226,10,0.0390625,471.8607391,1
STG282-X1CR,STG282,Lenalidomide,0.080169761,605199.4265,5,0.01953125,311.0640375,1
STG282-X1CR,STG282,MK-2206,0.103113352,8.13E+22,3.275568182,0.740056818,3566.593607,1
STG282-X1CR,STG282,NU-7441,0.260145627,1.105281551,2,0.0078125,89.30517398,4
STG282-X1CR,STG282,NVP-BEZ235,0.673357859,0.004965182,0.204723011,0.046253551,-150.0274806,6
STG282-X1CR,STG282,Nilotinib,0.064531896,405514.9066,2,0.0078125,320.3674428,1
STG282-X1CR,STG282,Nutlin-3a,0.178316501,9037.240109,6.551136364,1.480113636,586.008406,2
STG282-X1CR,STG282,OSI-906,0.029074413,3.31E+19,1.925330529,0.584435096,3814.945456,1
STG282-X1CR,STG282,Obatoclax Mesylate,0.538704926,0.496237468,8.188920455,1.850142045,-88.46693959,5
STG282-X1CR,STG282,Olaparib(1495) + Temozolomide(1375),0.434613329,2.01516424,10,0.0390625,71.11211664,7
STG282-X1CR,STG282,PAC-1,0.186073366,4.488423388,7.701322115,2.337740385,54.71504325,3
STG282-X1CR,STG282,PD-0325901,0.105066279,4.94556E+11,0.21015625,0.040820313,1838.410115,1
STG282-X1CR,STG282,PD-0332991,0.18568642,12.21301886,3.275568182,0.740056818,188.4701691,2
STG282-X1CR,STG282,PD-173074,0.160403593,6055.418129,1.637784091,0.370028409,652.2861156,2
STG282-X1CR,STG282,PF-02341066,0.284691155,0.740595786,0.818892045,0.185014205,93.24396937,4
STG282-X1CR,STG282,PF-4708671,0.472898346,0.740595786,8.188920455,1.850142045,-61.54962136,5
STG282-X1CR,STG282,PF-562271,0.322688971,1.350264231,7.701322115,2.337740385,-46.03935574,3
STG282-X1CR,STG282,PF477736,0.574002705,0.044909627,1,0.00390625,44.03960677,6
STG282-X1CR,STG282,PLX4720,0.07319202,2.99E+26,10,0.0390625,1157.82685,1
STG282-X1CR,STG282,Paclitaxel,0.149973219,0.009052587,0.01,3.91E-05,98.20502554,2
STG282-X1CR,STG282,RO-3306,0.194662942,12.21301886,4.094460227,0.925071023,173.4691202,2
STG282-X1CR,STG282,SB 216763,0.047377078,2.69E+43,10,0.0390625,1861.8447,1
STG282-X1CR,STG282,SB-505124,0.137163323,669.4834913,6.541193182,1.843705611,465.4926117,2
STG282-X1CR,STG282,SL 0101-1,0.187800608,1.81755E+11,10,0.0390625,526.0159584,1
STG282-X1CR,STG282,Sorafenib,0.129848575,3.007475736,4,0.015625,94.85691373,2
STG282-X1CR,STG282,TW 37,0.173567543,2.01516424,5,0.01953125,83.61211664,3
STG282-X1CR,STG282,Tamoxifen,0.271597764,1.105281551,4.094460227,0.925071023,11.96521082,4
STG282-X1CR,STG282,Temozolomide,0.128854476,9037.240109,19.453125,10.6640625,1121.595817,1
STG282-X1CR,STG282,Vinblastine,0.770465861,9.07E-11,0.1,0.000390625,-275.4710871,7
STG282-X1CR,STG282,Vorinostat,0.605556601,0.332504761,10,0.0390625,38.61898509,5
STG282-X1CR,STG282,XAV 939,0.199833637,40.59738695,5.581430288,1.17563101,227.3887799,2
STG282-X1CR,STG282,YK 4-279,0.30567536,2.01516424,7.701322115,2.337740385,-12.45455608,4
STG282-X1CR,STG282,ZM-447439,0.329804004,0.904746848,3.275568182,0.740056818,13.50760059,4
STG282-X1CR,STG282,mirin,0.361732342,14.92000161,100,0.390625,65.69149496,4
STG282-X1CR1,STG282,(5Z)-7-Oxozeaenol,0.658701765,0.222795381,7.701322115,2.337740385,-197.1709542,6
STG282-X1CR1,STG282,17-AAG,0.634048878,0.030091772,1,0.00390625,36.81891087,6
STG282-X1CR1,STG282,5-Fluorouracil,0.162151139,1491.156552,20,0.078125,177.753599,2
STG282-X1CR1,STG282,681640,0.121207185,3.674074636,2,0.0078125,110.9672617,2
STG282-X1CR1,STG282,ABT-263,0.524407777,0.100028283,2,0.0078125,45.98099857,5
STG282-X1CR1,STG282,AG-014699,0.339448078,9.997172493,5,0.01953125,112.4949002,4
STG282-X1CR1,STG282,AICAR,0.210837619,548.0169989,1674.576271,6.541313559,79.85620578,3
STG282-X1CR1,STG282,AKT inhibitor VIII,0.081719519,18.2269798,5,0.01953125,123.3259441,2
STG282-X1CR1,STG282,AMG-706,0.247537737,448.5885537,2,0.0078125,197.6156125,2
STG282-X1CR1,STG282,AZ628,0.151856952,1.649546663,1.637784091,0.370028409,100.4810919,3
STG282-X1CR1,STG282,AZ960,0.549381357,0.496237468,7.701322115,2.337740385,-130.0013549,5
STG282-X1CR1,STG282,AZD2281,0.392025477,2.461819968,5.278409091,1.475142045,40.17244349,7
STG282-X1CR1,STG282,AZD6482,0.258175896,3.72E-44,4.094460227,0.925071023,-6717.364347,2
STG282-X1CR1,STG282,AZD7762,0.835755976,0.000819262,2,0.0078125,-40.66735223,8
STG282-X1CR1,STG282,AZD8055,0.611022692,0.067024121,1.637784091,0.370028409,-114.857454,6
STG282-X1CR1,STG282,Anastrozole,0.139761069,2221662267,8.102678571,1.936383929,1457.391453,1
STG282-X1CR1,STG282,Axitinib,0.512649161,0.081879838,2,0.0078125,42.37065062,7
STG282-X1CR1,STG282,BI-2536,0.623988281,0.001824761,2.057692308,0.008037861,-26.73880128,7
STG282-X1CR1,STG282,BIBW2992,0.227967716,27.20234828,0.5,0.001953125,172.0707412,2
STG282-X1CR1,STG282,BIRB 0796,0.079894293,405514.9066,10,0.0390625,291.3433416,1
STG282-X1CR1,STG282,BMN-673,0.663341325,0.004965182,7.701322115,2.337740385,-516.226551,7
STG282-X1CR1,STG282,BMS-345541,0.362442576,1.350264231,7.701322115,2.337740385,-46.03935574,4
STG282-X1CR1,STG282,BMS-536924,0.422743529,1.105281551,3.275568182,0.740056818,26.96625971,7
STG282-X1CR1,STG282,BMS-708163,0.321453747,18.2269798,4.094460227,0.925071023,200.3864384,4
